CountyCityName,TownshipName,VillageName,PollStationNo,DistrictName,BallotsAccepted,BallotsRejected,BallotsCast,Voters,CandidateCounts,ElectedCounts,CandidateMaleCounts,CandidateFemaleCounts,ElectedMaleCounts,ElectedFemaleCounts,BallotsRate
全國,,,0,0,85524,2038,87562,141757,12,4,11,1,3,1,61.77
臺北市,,,0,0,942,28,970,1966,9,4,8,1,3,1,49.34
高雄市,,,0,0,714,21,735,1542,9,4,8,1,3,1,47.67
臺北縣,,,0,0,2800,76,2876,4905,9,4,8,1,3,1,58.63
宜蘭縣,,,0,0,4532,97,4629,7101,9,4,8,1,3,1,65.19
桃園縣,,,0,0,5757,165,5922,10396,9,4,8,1,3,1,56.96
新竹縣,,,0,0,5871,142,6013,9351,9,4,8,1,3,1,64.3
苗栗縣,,,0,0,2328,47,2375,3451,9,4,8,1,3,1,68.82
臺中縣,,,0,0,3039,52,3091,5128,9,4,8,1,3,1,60.28
彰化縣,,,0,0,333,9,342,706,9,4,8,1,3,1,48.44
南投縣,,,0,0,10267,184,10451,15426,9,4,8,1,3,1,67.75
雲林縣,,,0,0,104,4,108,258,9,4,8,1,3,1,41.86
嘉義縣,,,0,0,1796,31,1827,2974,9,4,8,1,3,1,61.43
臺南縣,,,0,0,306,14,320,651,9,4,8,1,3,1,49.16
高雄縣,,,0,0,4288,62,4350,7413,9,4,8,1,3,1,58.68
屏東縣,,,0,0,22023,460,22483,34401,9,4,8,1,3,1,65.36
臺東縣,,,0,0,7044,253,7297,13095,9,4,8,1,3,1,55.72
花蓮縣,,,0,0,12024,353,12377,20218,9,4,8,1,3,1,61.22
澎湖縣,,,0,0,21,2,23,35,9,4,8,1,3,1,65.71
基隆市,,,0,0,208,9,217,417,9,4,8,1,3,1,52.04
新竹市,,,0,0,215,6,221,468,9,4,8,1,3,1,47.22
臺中市,,,0,0,632,14,646,1248,9,4,8,1,3,1,51.76
嘉義市,,,0,0,101,3,104,240,9,4,8,1,3,1,43.33
臺南市,,,0,0,154,4,158,317,9,4,8,1,3,1,49.84
金門縣,,,0,0,17,0,17,35,9,4,8,1,3,1,48.57
連江縣,,,0,0,8,2,10,15,9,4,8,1,3,1,66.67
臺北縣,板橋市,,0,0,161,4,165,304,3,1,3,0,1,0,54.28
臺北縣,三重市,,0,0,110,1,111,205,3,1,3,0,1,0,54.15
臺北縣,中和市,,0,0,154,5,159,266,3,1,3,0,1,0,59.77
臺北縣,永和市,,0,0,63,3,66,107,3,1,3,0,1,0,61.68
臺北縣,新莊市,,0,0,195,10,205,415,3,1,3,0,1,0,49.40
臺北縣,新店市,,0,0,231,12,243,401,3,1,3,0,1,0,60.60
臺北縣,樹林市,,0,0,171,6,177,339,3,1,3,0,1,0,52.21
臺北縣,鶯歌鎮,,0,0,108,2,110,215,3,1,3,0,1,0,51.16
臺北縣,三峽鎮,,0,0,67,4,71,137,3,1,3,0,1,0,51.82
臺北縣,淡水鎮,,0,0,92,1,93,173,3,1,3,0,1,0,53.76
臺北縣,汐止市,,0,0,89,3,92,179,3,1,3,0,1,0,51.40
臺北縣,瑞芳鎮,,0,0,17,0,17,32,3,1,3,0,1,0,53.13
臺北縣,土城市,,0,0,168,5,173,287,3,1,3,0,1,0,60.28
臺北縣,蘆洲市,,0,0,73,1,74,143,3,1,3,0,1,0,51.75
臺北縣,五股鄉,,0,0,81,0,81,143,3,1,3,0,1,0,56.64
臺北縣,泰山鄉,,0,0,65,1,66,112,3,1,3,0,1,0,58.93
臺北縣,林口鄉,,0,0,32,1,33,64,3,1,3,0,1,0,51.56
臺北縣,深坑鄉,,0,0,13,1,14,23,3,1,3,0,1,0,60.87
臺北縣,石碇鄉,,0,0,4,0,4,7,3,1,3,0,1,0,57.14
臺北縣,坪林鄉,,0,0,2,1,3,4,3,1,3,0,1,0,75.00
臺北縣,三芝鄉,,0,0,15,0,15,40,3,1,3,0,1,0,37.50
臺北縣,石門鄉,,0,0,5,0,5,9,3,1,3,0,1,0,55.56
臺北縣,八里鄉,,0,0,28,1,29,52,3,1,3,0,1,0,55.77
臺北縣,平溪鄉,,0,0,2,0,2,2,3,1,3,0,1,0,100.00
臺北縣,雙溪鄉,,0,0,0,0,0,0,3,1,3,0,1,0,0.00
臺北縣,貢寮鄉,,0,0,4,0,4,12,3,1,3,0,1,0,33.33
臺北縣,金山鄉,,0,0,6,0,6,17,3,1,3,0,1,0,35.29
臺北縣,萬里鄉,,0,0,15,1,16,21,3,1,3,0,1,0,76.19
臺北縣,烏來鄉,,0,0,829,13,842,1196,3,1,3,0,1,0,70.40
宜蘭縣,宜蘭市,,0,0,148,3,151,250,3,1,3,0,1,0,60.40
宜蘭縣,羅東鎮,,0,0,170,0,170,291,3,1,3,0,1,0,58.42
宜蘭縣,蘇澳鎮,,0,0,51,3,54,104,3,1,3,0,1,0,51.92
宜蘭縣,頭城鎮,,0,0,13,0,13,27,3,1,3,0,1,0,48.15
宜蘭縣,礁溪鄉,,0,0,10,0,10,23,3,1,3,0,1,0,43.48
宜蘭縣,壯圍鄉,,0,0,18,0,18,29,3,1,3,0,1,0,62.07
宜蘭縣,員山鄉,,0,0,37,7,44,83,3,1,3,0,1,0,53.01
宜蘭縣,冬山鄉,,0,0,50,0,50,100,3,1,3,0,1,0,50.00
宜蘭縣,五結鄉,,0,0,22,1,23,49,3,1,3,0,1,0,46.94
宜蘭縣,三星鄉,,0,0,36,0,36,63,3,1,3,0,1,0,57.14
宜蘭縣,大同鄉,,0,0,1965,35,2000,2997,3,1,3,0,1,0,66.73
宜蘭縣,南澳鄉,,0,0,2012,48,2060,3085,3,1,3,0,1,0,66.77
桃園縣,桃園市,,0,0,229,10,239,527,3,1,3,0,1,0,45.35
桃園縣,中壢市,,0,0,351,8,359,714,3,1,3,0,1,0,50.28
桃園縣,大溪鎮,,0,0,532,14,546,948,3,1,3,0,1,0,57.59
桃園縣,楊梅鎮,,0,0,166,5,171,331,3,1,3,0,1,0,51.66
桃園縣,蘆竹鄉,,0,0,123,3,126,257,3,1,3,0,1,0,49.03
桃園縣,大園鄉,,0,0,83,3,86,183,3,1,3,0,1,0,46.99
桃園縣,龜山鄉,,0,0,162,5,167,349,3,1,3,0,1,0,47.85
桃園縣,八德市,,0,0,313,10,323,608,3,1,3,0,1,0,53.13
桃園縣,龍潭鄉,,0,0,266,10,276,487,3,1,3,0,1,0,56.67
桃園縣,平鎮市,,0,0,387,6,393,690,3,1,3,0,1,0,56.96
桃園縣,新屋鄉,,0,0,17,1,18,33,3,1,3,0,1,0,54.55
桃園縣,觀音鄉,,0,0,70,3,73,146,3,1,3,0,1,0,50.00
桃園縣,復興鄉,,0,0,3058,87,3145,5123,3,1,3,0,1,0,61.39
新竹縣,竹北市,,0,0,47,2,49,82,3,1,3,0,1,0,59.76
新竹縣,竹東鎮,,0,0,672,11,683,1102,3,1,3,0,1,0,61.98
新竹縣,新埔鎮,,0,0,20,1,21,33,3,1,3,0,1,0,63.64
新竹縣,關西鎮,,0,0,68,0,68,93,3,1,3,0,1,0,73.12
新竹縣,湖口鄉,,0,0,80,4,84,172,3,1,3,0,1,0,48.84
新竹縣,新豐鄉,,0,0,45,0,45,81,3,1,3,0,1,0,55.56
新竹縣,芎林鄉,,0,0,36,1,37,59,3,1,3,0,1,0,62.71
新竹縣,橫山鄉,,0,0,59,3,62,95,3,1,3,0,1,0,65.26
新竹縣,北埔鄉,,0,0,15,0,15,21,3,1,3,0,1,0,71.43
