CountyCityName,TownshipName,VillageName,PollStationNo,DistrictName,BallotsAccepted,BallotsRejected,BallotsCast,Voters,CandidateCounts,ElectedCounts,CandidateMaleCounts,CandidateFemaleCounts,ElectedMaleCounts,ElectedFemaleCounts,BallotsRate
全國,,,0,0,6887882,99035,6986917,12583098,1905,841,1473,432,653,188,55.53
臺北縣,,,0,10,1072216,15771,1087987,2512384,156,62,118,38,47,15,43.30
宜蘭縣,,,0,10,195824,2624,198448,322631,60,32,45,15,28,4,61.51
桃園縣,,,0,12,572401,8044,580445,1166349,161,55,134,27,43,12,49.77
新竹縣,,,0,9,179152,3080,182232,295151,75,32,62,13,26,6,61.74
苗栗縣,,,0,6,248330,3461,251791,390601,89,36,73,16,30,6,64.46
臺中縣,,,0,8,584576,8842,593418,1014053,131,55,104,27,41,14,58.52
彰化縣,,,0,8,580423,11759,592182,916520,102,53,77,25,41,12,64.61
南投縣,,,0,5,244217,2925,247142,371820,90,35,69,21,27,8,66.47
雲林縣,,,0,6,363089,6088,369177,542104,78,43,60,18,34,9,68.10
嘉義縣,,,0,6,265027,4224,269251,410718,65,36,43,22,24,12,65.56
臺南縣,,,0,10,486524,6120,492644,801207,95,50,75,20,39,11,61.49
高雄縣,,,0,6,530489,8180,538669,880549,95,49,71,24,39,10,61.17
屏東縣,,,0,7,418480,5298,423778,619751,98,46,75,23,34,12,68.38
臺東縣,,,0,5,73767,1190,74957,122113,45,17,37,8,14,3,61.38
花蓮縣,,,0,4,100418,1712,102130,195517,43,23,33,10,17,6,52.24
澎湖縣,,,0,6,47606,671,48277,67468,44,19,35,9,16,3,71.56
基隆市,,,0,7,131252,1183,132435,276000,68,31,52,16,24,7,47.98
新竹市,,,0,5,117416,1334,118750,257215,81,31,61,20,23,8,46.17
臺中市,,,0,6,271004,2524,273528,665333,103,46,78,25,36,10,41.11
嘉義市,,,0,2,113736,1268,115004,186659,61,23,44,17,18,5,61.61
臺南市,,,0,6,261195,2188,263383,522059,99,41,80,19,31,10,50.45
金門縣,,,0,1,26642,440,27082,40308,48,18,31,17,14,4,67.19
連江縣,,,0,4,4098,109,4207,6588,18,8,16,2,7,1,63.86
臺北縣,,,0,10,149629,1978,151607,374439,24,9,16,8,7,2,40.49
臺北縣,,,0,10,115601,1352,116953,293533,15,7,11,4,4,3,39.84
臺北縣,,,0,10,61511,753,62264,163865,11,4,7,4,3,1,38.00
臺北縣,,,0,10,159501,2385,161886,362724,23,9,18,5,6,3,44.71
臺北縣,,,0,10,166640,2548,169188,382161,18,10,14,4,8,2,44.27
臺北縣,,,0,10,168231,2329,170560,372565,33,10,27,6,8,2,45.78
臺北縣,,,0,10,59595,1019,60614,129589,7,3,6,1,3,0,46.77
臺北縣,,,0,10,60807,834,61641,148236,12,4,9,3,3,1,41.58
臺北縣,,,0,10,39038,1442,40480,57968,2,1,2,0,1,0,69.83
臺北縣,,,0,10,91663,1125,92788,227304,11,5,8,3,4,1,40.82
宜蘭縣,,,0,10,36100,544,36644,63643,11,6,8,3,5,1,57.58
宜蘭縣,,,0,10,16003,372,16375,23553,3,2,1,2,1,1,69.52
宜蘭縣,,,0,10,18311,225,18536,27249,5,3,5,0,3,0,68.02
宜蘭縣,,,0,10,14644,198,14842,24325,5,2,3,2,2,0,61.02
宜蘭縣,,,0,10,13499,191,13690,19363,4,2,4,0,2,0,70.70
宜蘭縣,,,0,10,26217,221,26438,47672,9,5,7,2,4,1,55.46
宜蘭縣,,,0,10,16237,137,16374,28147,7,3,6,1,3,0,58.17
宜蘭縣,,,0,10,22572,259,22831,36797,8,4,4,4,3,1,62.05
宜蘭縣,,,0,10,10707,169,10876,17507,3,2,3,0,2,0,62.12
宜蘭縣,,,0,10,21534,308,21842,34375,5,3,4,1,3,0,63.54
桃園縣,,,0,12,99039,1059,100098,223789,32,11,27,5,8,3,44.73
桃園縣,,,0,12,31363,345,31708,77819,9,4,6,3,3,1,40.75
桃園縣,,,0,12,53878,1006,54884,111228,18,5,16,2,3,2,49.34
桃園縣,,,0,12,33101,432,33533,65781,6,3,5,1,3,0,50.98
桃園縣,,,0,12,31006,538,31544,50602,6,2,5,1,2,0,62.34
桃園縣,,,0,12,31558,419,31977,57694,10,3,9,1,3,0,55.43
桃園縣,,,0,12,106639,1489,108128,223270,30,10,26,4,8,2,48.43
桃園縣,,,0,12,61067,990,62057,127184,21,6,17,4,4,2,48.79
桃園縣,,,0,12,42236,585,42821,87131,13,4,8,5,3,1,49.15
