00,000,01,000,0000,1,謝長廷,16,1,,61,,研究所(甲種特考),N, , 
00,000,01,000,0000,1,蘇貞昌,16,1,,60,,大專(高考),N, ,Y
00,000,01,000,0000,2,馬英九,1,1,,57,,博士,N,*, 
00,000,01,000,0000,2,蕭萬長,1,1,,69,,研究所(甲種特考),N, ,Y
